Time,Xpos,Ypos,Zpos
6.48,-0.213499690992428,0.0298613320342155,167.095734833448
6.48,-0.213499690992428,0.0298613320342155,167.095734833448
6.5,-0.215001563254717,0.0300294852821583,168.17050552034
6.5,-0.215001563254717,0.0300294852821583,168.17050552034
6.5,-0.215001563254717,0.0300294852821583,168.17050552034
6.52,-0.216508273728117,0.0301977122655227,169.248826363594
6.52,-0.216508273728117,0.0301977122655227,169.248826363594
6.52,-0.216508273728117,0.0301977122655227,169.248826363594
6.52,-0.216508273728117,0.0301977122655227,169.248826363594
6.54,-0.218021124719932,0.0303660272240228,170.330698778144
6.54,-0.218021124719932,0.0303660272240228,170.330698778144
6.54,-0.218021124719932,0.0303660272240228,170.330698778144
6.56,-0.219540242446186,0.0305344139863086,171.416121842411
6.56,-0.219540242446186,0.0305344139863086,171.416121842411
6.56,-0.219540242446186,0.0305344139863086,171.416121842411
6.58,-0.221064597103876,0.0307028979021772,172.505098814241
6.58,-0.221064597103876,0.0307028979021772,172.505098814241
6.58,-0.221064597103876,0.0307028979021772,172.505098814241
6.58,-0.221064597103876,0.0307028494434821,172.505098814814
6.6,-0.222597067886944,0.0308714692640417,173.597635913217
6.6,-0.222597067886944,0.0308714692640417,173.597635913217
6.6,-0.222597067886944,0.0308714692640417,173.597635913217
6.62,-0.22413453506163,0.0310401262484011,174.693728240124
6.62,-0.22413453506163,0.0310401262484011,174.693728240124
6.62,-0.22413453506163,0.0310401262484011,174.693728240124
6.64,-0.22567628145616,0.0312088422012009,175.793370602868
6.64,-0.22567628145616,0.0312088422012009,175.793370602868
6.64,-0.22567628145616,0.0312088422012009,175.793370602868
6.64,-0.225675827159812,0.0312087927478689,175.79337060346
6.66,-0.227227032375247,0.031377655706386,176.896578686533
6.66,-0.227227032375247,0.031377655706386,176.896578686533
6.66,-0.227227032375247,0.031377655706386,176.896578686533
6.68,-0.228782588981822,0.0315465273852336,178.003337858087
6.68,-0.228782588981822,0.0315465273852336,178.003337858087
6.68,-0.228782588981822,0.0315465273852336,178.003337858087
6.7,-0.23034622325094,0.0317155037933443,179.11366295289
6.7,-0.23034622325094,0.0317155037933443,179.11366295289
6.7,-0.23034622325094,0.0317155037933443,179.11366295289
6.72,-0.231913925817743,0.0318845309894937,180.22754153772
6.72,-0.231913925817743,0.0318845309894937,180.22754153772
6.72,-0.231913925817743,0.0318845309894937,180.22754153772
6.72,-0.231913925817743,0.0318845309894937,180.22754153772
6.74,-0.233488964390311,0.0320536393036808,181.344984352863
6.74,-0.233488964390311,0.0320536393036808,181.344984352863
6.74,-0.233488964390311,0.0320536393036808,181.344984352863
6.76,-0.235068159147517,0.032222801985884,182.465981367425
6.76,-0.235068159147517,0.032222801985884,182.465981367425
6.76,-0.235068159147517,0.032222801985884,182.465981367425
6.78,-0.236652596190403,0.0323920388773342,183.590541429303
6.78,-0.236652596190403,0.0323920388773342,183.590541429303
6.78,-0.236652596190403,0.0323920388773342,183.590541429303
6.78,-0.236652596190403,0.0323920388773342,183.590541429303
6.8,-0.238243612281238,0.0325613472795007,184.718665908227
6.8,-0.238243612281238,0.0325613472795007,184.718665908227
6.8,-0.238243612281238,0.0325613472795007,184.718665908227
6.82,-0.23984186007192,0.0327307221794355,185.850359632817
6.82,-0.23984186007192,0.0327307221794355,185.850359632817
6.82,-0.23984186007192,0.0327307221794355,185.850359632817
6.84,-0.241447125416649,0.0329001516713733,186.985616914723
6.84,-0.241447125416649,0.0329001516713733,186.985616914723
6.84,-0.241447125416649,0.0329001516713733,186.985616914723
6.84,-0.241447125416649,0.0329001516713733,186.985616914723
6.86,-0.243055071734418,0.0330696224638357,188.124431630997
6.86,-0.243055071734418,0.0330696224638357,188.124431630997
6.86,-0.243055071734418,0.0330696224638357,188.124431630997
6.88,-0.244672672924423,0.0332391461738119,189.266821054516
6.88,-0.244672672924423,0.0332391461738119,189.266821054516
6.88,-0.244672672924423,0.0332391461738119,189.266821054516
6.9,-0.246294206702601,0.0334087200277318,190.412769503564
6.9,-0.246294206702601,0.0334087200277318,190.412769503564
6.9,-0.246294206702601,0.0334087200277318,190.412769503564
6.9,-0.246294206702601,0.0334086662060711,190.412769504242
6.92,-0.247922905743678,0.0335783394613641,191.56229270616
6.92,-0.247922905743678,0.0335783394613641,191.56229270616
6.92,-0.247922905743678,0.0335783394613641,191.56229270616
6.94,-0.249555487562908,0.0337479897835904,192.715376607153
6.94,-0.249555487562908,0.0337479897835904,192.715376607153
6.94,-0.249555487562908,0.0337479897835904,192.715376607153
6.96,-0.251196396605089,0.0339176768884814,193.872036618591
